gi|50118966|ref|YP_048133.1|	gi|188532166|ref|YP_001905963.1|
gi|50122409|ref|YP_051576.1|	gi|188534736|ref|YP_001908533.1|
gi|50122410|ref|YP_051577.1|	gi|188534737|ref|YP_001908534.1|
gi|50122411|ref|YP_051578.1|	gi|188534741|ref|YP_001908538.1|
gi|50122412|ref|YP_051579.1|	gi|188534742|ref|YP_001908539.1|
gi|50122413|ref|YP_051580.1|	gi|188534743|ref|YP_001908540.1|
gi|50122414|ref|YP_051581.1|	gi|188534744|ref|YP_001908541.1|
gi|50122415|ref|YP_051582.1|	gi|188534745|ref|YP_001908542.1|
gi|50122416|ref|YP_051583.1|	gi|188534746|ref|YP_001908543.1|
gi|50122417|ref|YP_051584.1|	gi|188534747|ref|YP_001908544.1|
gi|50122418|ref|YP_051585.1|	gi|188534749|ref|YP_001908546.1|
gi|50122419|ref|YP_051586.1|	gi|188534750|ref|YP_001908547.1|
gi|50122420|ref|YP_051587.1|	gi|188534751|ref|YP_001908548.1|
gi|50122421|ref|YP_051588.1|	gi|188534752|ref|YP_001908549.1|
gi|50122422|ref|YP_051589.1|	gi|188533940|ref|YP_001907737.1|
gi|50122423|ref|YP_051590.1|	gi|188533082|ref|YP_001906879.1|
gi|50122424|ref|YP_051591.1|	gi|188533081|ref|YP_001906878.1|
gi|50122425|ref|YP_051592.1|	gi|188533080|ref|YP_001906877.1|
gi|50122426|ref|YP_051593.1|	gi|188534450|ref|YP_001908247.1|
gi|50122427|ref|YP_051594.1|	gi|188533168|ref|YP_001906965.1|
gi|50122428|ref|YP_051595.1|	gi|188534397|ref|YP_001908194.1|
gi|50122429|ref|YP_051596.1|	gi|188533079|ref|YP_001906876.1|
gi|50122430|ref|YP_051597.1|	gi|188532176|ref|YP_001905973.1|
gi|50122431|ref|YP_051598.1|	gi|188535127|ref|YP_001908924.1|
gi|50122432|ref|YP_051599.1|	gi|188533078|ref|YP_001906875.1|
gi|50122433|ref|YP_051600.1|	gi|188533077|ref|YP_001906874.1|
gi|50122434|ref|YP_051601.1|	gi|188533076|ref|YP_001906873.1|
gi|50122435|ref|YP_051602.1|	gi|188532221|ref|YP_001906018.1|
gi|50122436|ref|YP_051603.1|	gi|188532220|ref|YP_001906017.1|
gi|50122437|ref|YP_051604.1|	gi|188533075|ref|YP_001906872.1|
gi|50122438|ref|YP_051605.1|	gi|188533074|ref|YP_001906871.1|
gi|50122439|ref|YP_051606.1|	gi|188533073|ref|YP_001906870.1|
gi|50122440|ref|YP_051607.1|	gi|188533072|ref|YP_001906869.1|
gi|50122441|ref|YP_051608.1|	gi|188533071|ref|YP_001906868.1|
gi|50122442|ref|YP_051609.1|	gi|188533070|ref|YP_001906867.1|
gi|50122443|ref|YP_051610.1|	gi|188533069|ref|YP_001906866.1|
gi|50122444|ref|YP_051611.1|	gi|188533068|ref|YP_001906865.1|
gi|50122445|ref|YP_051612.1|	gi|188533067|ref|YP_001906864.1|
gi|50122446|ref|YP_051613.1|	gi|188533066|ref|YP_001906863.1|
gi|50122447|ref|YP_051614.1|	gi|188533065|ref|YP_001906862.1|
gi|50122448|ref|YP_051615.1|	gi|188533064|ref|YP_001906861.1|
gi|50122449|ref|YP_051616.1|	gi|188533063|ref|YP_001906860.1|
gi|50122450|ref|YP_051617.1|	gi|188533062|ref|YP_001906859.1|
gi|50122451|ref|YP_051618.1|	gi|188534815|ref|YP_001908612.1|
gi|50122452|ref|YP_051619.1|	gi|188534816|ref|YP_001908613.1|
gi|50122453|ref|YP_051620.1|	gi|188534817|ref|YP_001908614.1|
gi|50122454|ref|YP_051621.1|	gi|188534819|ref|YP_001908616.1|
gi|50122455|ref|YP_051622.1|	gi|188534820|ref|YP_001908617.1|
gi|50122456|ref|YP_051623.1|	gi|188534821|ref|YP_001908618.1|
gi|50122457|ref|YP_051624.1|	gi|188534822|ref|YP_001908619.1|
gi|50122458|ref|YP_051625.1|	gi|188534334|ref|YP_001908131.1|
gi|50122459|ref|YP_051626.1|	gi|188534335|ref|YP_001908132.1|
gi|50122460|ref|YP_051627.1|	gi|188534743|ref|YP_001908540.1|
gi|50122461|ref|YP_051628.1|	gi|188534823|ref|YP_001908620.1|
gi|50122462|ref|YP_051629.1|	gi|188534824|ref|YP_001908621.1|
gi|50122463|ref|YP_051630.1|	gi|188534825|ref|YP_001908622.1|
gi|50122464|ref|YP_051631.1|	gi|188534826|ref|YP_001908623.1|
gi|50122465|ref|YP_051632.1|	gi|188534827|ref|YP_001908624.1|
gi|50122466|ref|YP_051633.1|	gi|188534829|ref|YP_001908626.1|
gi|50122467|ref|YP_051634.1|	gi|188534830|ref|YP_001908627.1|
gi|50122468|ref|YP_051635.1|	gi|188534831|ref|YP_001908628.1|
gi|50122469|ref|YP_051636.1|	gi|188535338|ref|YP_001909135.1|
gi|50122470|ref|YP_051637.1|	gi|188535180|ref|YP_001908977.1|
gi|50122471|ref|YP_051638.1|	gi|188534638|ref|YP_001908435.1|
gi|50122472|ref|YP_051639.1|	gi|188535375|ref|YP_001909172.1|
gi|50122473|ref|YP_051640.1|	gi|188533528|ref|YP_001907325.1|
gi|50122474|ref|YP_051641.1|	gi|188534832|ref|YP_001908629.1|
gi|50122475|ref|YP_051642.1|	gi|188534838|ref|YP_001908635.1|
gi|50122476|ref|YP_051643.1|	gi|188535435|ref|YP_001909232.1|
gi|50122477|ref|YP_051644.1|	gi|188533596|ref|YP_001907393.1|
gi|50122478|ref|YP_051645.1|	gi|188532391|ref|YP_001906188.1|
gi|50122479|ref|YP_051646.1|	gi|188534915|ref|YP_001908712.1|
gi|50122480|ref|YP_051647.1|	gi|188532849|ref|YP_001906646.1|
gi|50122481|ref|YP_051648.1|	gi|188532958|ref|YP_001906755.1|
gi|50122482|ref|YP_051649.1|	gi|188535192|ref|YP_001908989.1|
gi|50122483|ref|YP_051650.1|	gi|188533920|ref|YP_001907717.1|
gi|50122484|ref|YP_051651.1|	gi|188535162|ref|YP_001908959.1|
gi|50122485|ref|YP_051652.1|	gi|188532620|ref|YP_001906417.1|
gi|50122486|ref|YP_051653.1|	gi|188535149|ref|YP_001908946.1|
gi|50122487|ref|YP_051654.1|	gi|188534840|ref|YP_001908637.1|
gi|50122488|ref|YP_051655.1|	gi|188534841|ref|YP_001908638.1|
gi|50122489|ref|YP_051656.1|	gi|188534842|ref|YP_001908639.1|
gi|50122490|ref|YP_051657.1|	gi|188534843|ref|YP_001908640.1|
gi|50122491|ref|YP_051658.1|	gi|188534844|ref|YP_001908641.1|
gi|50122492|ref|YP_051659.1|	gi|188534845|ref|YP_001908642.1|
gi|50122493|ref|YP_051660.1|	gi|188534846|ref|YP_001908643.1|
gi|50122494|ref|YP_051661.1|	gi|188534495|ref|YP_001908292.1|
gi|50122495|ref|YP_051662.1|	gi|188533949|ref|YP_001907746.1|
gi|50122496|ref|YP_051663.1|	gi|188533903|ref|YP_001907700.1|
gi|50122497|ref|YP_051664.1|	gi|188534006|ref|YP_001907803.1|
gi|50122498|ref|YP_051665.1|	gi|188535549|ref|YP_001909346.1|
gi|50122499|ref|YP_051666.1|	gi|188534334|ref|YP_001908131.1|
gi|50122500|ref|YP_051667.1|	gi|188535184|ref|YP_001908981.1|
gi|50122501|ref|YP_051668.1|	gi|188534256|ref|YP_001908053.1|
gi|50122502|ref|YP_051669.1|	gi|188534573|ref|YP_001908370.1|
gi|50122503|ref|YP_051670.1|	gi|188533250|ref|YP_001907047.1|
gi|50122504|ref|YP_051671.1|	gi|188533249|ref|YP_001907046.1|
gi|50122505|ref|YP_051672.1|	gi|188532580|ref|YP_001906377.1|
gi|50122506|ref|YP_051673.1|	gi|188532579|ref|YP_001906376.1|
gi|50122507|ref|YP_051674.1|	gi|188532578|ref|YP_001906375.1|
gi|50122508|ref|YP_051675.1|	gi|188532577|ref|YP_001906374.1|
gi|50122509|ref|YP_051676.1|	gi|188532576|ref|YP_001906373.1|
gi|50122510|ref|YP_051677.1|	gi|188532575|ref|YP_001906372.1|
gi|50122511|ref|YP_051678.1|	gi|188532574|ref|YP_001906371.1|
gi|50122512|ref|YP_051679.1|	gi|188532573|ref|YP_001906370.1|
gi|50122513|ref|YP_051680.1|	gi|188535056|ref|YP_001908853.1|
gi|50122514|ref|YP_051681.1|	gi|188535057|ref|YP_001908854.1|
gi|50122515|ref|YP_051682.1|	gi|188535058|ref|YP_001908855.1|
gi|50122516|ref|YP_051683.1|	gi|188535059|ref|YP_001908856.1|
gi|50122517|ref|YP_051684.1|	gi|188535060|ref|YP_001908857.1|
gi|50122518|ref|YP_051685.1|	gi|188532926|ref|YP_001906723.1|
gi|50122519|ref|YP_051686.1|	gi|188535061|ref|YP_001908858.1|
gi|50122520|ref|YP_051687.1|	gi|188535062|ref|YP_001908859.1|
gi|50122521|ref|YP_051688.1|	gi|188534801|ref|YP_001908598.1|
gi|50122522|ref|YP_051689.1|	gi|188535064|ref|YP_001908861.1|
gi|50122523|ref|YP_051690.1|	gi|188535065|ref|YP_001908862.1|
gi|50122524|ref|YP_051691.1|	gi|188532594|ref|YP_001906391.1|
gi|50122525|ref|YP_051692.1|	gi|188533925|ref|YP_001907722.1|
gi|50122526|ref|YP_051693.1|	gi|188533259|ref|YP_001907056.1|
gi|50122527|ref|YP_051694.1|	gi|188532752|ref|YP_001906549.1|
gi|50122528|ref|YP_051695.1|	gi|188535066|ref|YP_001908863.1|
gi|50122529|ref|YP_051696.1|	gi|188535067|ref|YP_001908864.1|
gi|50122530|ref|YP_051697.1|	gi|188532785|ref|YP_001906582.1|
gi|50122531|ref|YP_051698.1|	gi|188535070|ref|YP_001908867.1|
gi|50122532|ref|YP_051699.1|	gi|188535071|ref|YP_001908868.1|
gi|50122533|ref|YP_051700.1|	gi|188535072|ref|YP_001908869.1|
gi|50122534|ref|YP_051701.1|	gi|188535073|ref|YP_001908870.1|
gi|50122535|ref|YP_051702.1|	gi|188535074|ref|YP_001908871.1|
gi|50122536|ref|YP_051703.1|	gi|188535075|ref|YP_001908872.1|
gi|50122537|ref|YP_051704.1|	gi|188534923|ref|YP_001908720.1|
gi|50122538|ref|YP_051705.1|	gi|188534903|ref|YP_001908700.1|
gi|50122539|ref|YP_051706.1|	gi|188533388|ref|YP_001907185.1|
gi|50122540|ref|YP_051707.1|	gi|188535076|ref|YP_001908873.1|
gi|50122541|ref|YP_051708.1|	gi|188532514|ref|YP_001906311.1|
gi|50122542|ref|YP_051709.1|	gi|188535077|ref|YP_001908874.1|
gi|50122543|ref|YP_051710.1|	gi|188535078|ref|YP_001908875.1|
gi|50122544|ref|YP_051711.1|	gi|188535079|ref|YP_001908876.1|
gi|50122545|ref|YP_051712.1|	gi|188535056|ref|YP_001908853.1|
gi|50122546|ref|YP_051713.1|	gi|188534112|ref|YP_001907909.1|
gi|50122547|ref|YP_051714.1|	gi|188534958|ref|YP_001908755.1|
gi|50122548|ref|YP_051715.1|	gi|188534959|ref|YP_001908756.1|
gi|50122549|ref|YP_051716.1|	gi|188534691|ref|YP_001908488.1|
gi|50122550|ref|YP_051717.1|	gi|188534960|ref|YP_001908757.1|
gi|50122551|ref|YP_051718.1|	gi|188535054|ref|YP_001908851.1|
gi|50122552|ref|YP_051719.1|	gi|188534961|ref|YP_001908758.1|
gi|50122553|ref|YP_051720.1|	gi|188534962|ref|YP_001908759.1|
gi|50122554|ref|YP_051721.1|	gi|188532472|ref|YP_001906269.1|
gi|50122555|ref|YP_051722.1|	gi|188533894|ref|YP_001907691.1|
gi|50122556|ref|YP_051723.1|	gi|188533893|ref|YP_001907690.1|
gi|50122557|ref|YP_051724.1|	gi|188535398|ref|YP_001909195.1|
gi|50122558|ref|YP_051725.1|	gi|188532850|ref|YP_001906647.1|
gi|50122559|ref|YP_051726.1|	gi|188535097|ref|YP_001908894.1|
gi|50122560|ref|YP_051727.1|	gi|188533864|ref|YP_001907661.1|
gi|50122561|ref|YP_051728.1|	gi|188534887|ref|YP_001908684.1|
gi|50122562|ref|YP_051729.1|	gi|188534888|ref|YP_001908685.1|
gi|50122563|ref|YP_051730.1|	gi|188533606|ref|YP_001907403.1|
gi|50122564|ref|YP_051731.1|	gi|188532523|ref|YP_001906320.1|
gi|50122565|ref|YP_051732.1|	gi|188532960|ref|YP_001906757.1|
gi|50122566|ref|YP_051733.1|	gi|188532636|ref|YP_001906433.1|
gi|50122567|ref|YP_051734.1|	gi|188532632|ref|YP_001906429.1|
gi|50122568|ref|YP_051735.1|	gi|188532635|ref|YP_001906432.1|
gi|50122569|ref|YP_051736.1|	gi|188532634|ref|YP_001906431.1|
gi|50122570|ref|YP_051737.1|	gi|188532637|ref|YP_001906434.1|
gi|50122571|ref|YP_051738.1|	gi|188534105|ref|YP_001907902.1|
gi|50122572|ref|YP_051739.1|	gi|188534870|ref|YP_001908667.1|
gi|50122573|ref|YP_051740.1|	gi|188534898|ref|YP_001908695.1|
gi|50122574|ref|YP_051741.1|	gi|188534899|ref|YP_001908696.1|
gi|50122575|ref|YP_051742.1|	gi|188534836|ref|YP_001908633.1|
gi|50122576|ref|YP_051743.1|	gi|188534837|ref|YP_001908634.1|
gi|50122577|ref|YP_051744.1|	gi|188535340|ref|YP_001909137.1|
gi|50122578|ref|YP_051745.1|	gi|188534287|ref|YP_001908084.1|
gi|50122579|ref|YP_051746.1|	gi|188535317|ref|YP_001909114.1|
gi|50122580|ref|YP_051747.1|	gi|188533511|ref|YP_001907308.1|
gi|50122580|ref|YP_051747.1|	gi|188533511|ref|YP_001907308.1|
gi|50122581|ref|YP_051748.1|	gi|188535214|ref|YP_001909011.1|
gi|50122582|ref|YP_051749.1|	gi|188535213|ref|YP_001909010.1|
gi|50122583|ref|YP_051750.1|	gi|188535115|ref|YP_001908912.1|
gi|50122584|ref|YP_051751.1|	gi|188535212|ref|YP_001909009.1|
gi|50122585|ref|YP_051752.1|	gi|188535211|ref|YP_001909008.1|
gi|50122586|ref|YP_051753.1|	gi|188533687|ref|YP_001907484.1|
gi|50122587|ref|YP_051754.1|	gi|188532947|ref|YP_001906744.1|
gi|50122588|ref|YP_051755.1|	gi|188534672|ref|YP_001908469.1|
gi|50122589|ref|YP_051756.1|	gi|188535210|ref|YP_001909007.1|
gi|50122590|ref|YP_051757.1|	gi|188535209|ref|YP_001909006.1|
gi|50122591|ref|YP_051758.1|	gi|188535208|ref|YP_001909005.1|
gi|50122592|ref|YP_051759.1|	gi|188535015|ref|YP_001908812.1|
gi|50122593|ref|YP_051760.1|	gi|188534220|ref|YP_001908017.1|
gi|50122594|ref|YP_051761.1|	gi|188533453|ref|YP_001907250.1|
gi|50122595|ref|YP_051762.1|	gi|188533463|ref|YP_001907260.1|
gi|50122596|ref|YP_051763.1|	gi|188532189|ref|YP_001905986.1|
gi|50122597|ref|YP_051764.1|	gi|188532982|ref|YP_001906779.1|
gi|50122597|ref|YP_051764.1|	gi|188532982|ref|YP_001906779.1|
gi|50122597|ref|YP_051764.1|	gi|188532982|ref|YP_001906779.1|
gi|50122597|ref|YP_051764.1|	gi|188532982|ref|YP_001906779.1|
gi|50122597|ref|YP_051764.1|	gi|188532982|ref|YP_001906779.1|
gi|50122597|ref|YP_051764.1|	gi|188532982|ref|YP_001906779.1|
gi|50122598|ref|YP_051765.1|	gi|188532982|ref|YP_001906779.1|
gi|50122598|ref|YP_051765.1|	gi|188532982|ref|YP_001906779.1|
gi|50122598|ref|YP_051765.1|	gi|188532982|ref|YP_001906779.1|
gi|50122599|ref|YP_051766.1|	gi|188535225|ref|YP_001909022.1|
gi|50122600|ref|YP_051767.1|	gi|188532985|ref|YP_001906782.1|
gi|50122601|ref|YP_051768.1|	gi|188532986|ref|YP_001906783.1|
gi|50122602|ref|YP_051769.1|	gi|188532989|ref|YP_001906786.1|
gi|50122603|ref|YP_051770.1|	gi|188532990|ref|YP_001906787.1|
gi|50122604|ref|YP_051771.1|	gi|188532991|ref|YP_001906788.1|
gi|50122605|ref|YP_051772.1|	gi|188532992|ref|YP_001906789.1|
gi|50122606|ref|YP_051773.1|	gi|188532983|ref|YP_001906780.1|
gi|50122607|ref|YP_051774.1|	gi|188534630|ref|YP_001908427.1|
gi|50122608|ref|YP_051775.1|	gi|188532291|ref|YP_001906088.1|
gi|50122609|ref|YP_051776.1|	gi|188535207|ref|YP_001909004.1|
gi|50122610|ref|YP_051777.1|	gi|188535203|ref|YP_001909000.1|
gi|50122611|ref|YP_051778.1|	gi|188535202|ref|YP_001908999.1|
gi|50122612|ref|YP_051779.1|	gi|188534459|ref|YP_001908256.1|
gi|50122613|ref|YP_051780.1|	gi|188533878|ref|YP_001907675.1|
gi|50122614|ref|YP_051781.1|	gi|188533325|ref|YP_001907122.1|
gi|50122615|ref|YP_051782.1|	gi|188532214|ref|YP_001906011.1|
gi|50122616|ref|YP_051783.1|	gi|188534747|ref|YP_001908544.1|
gi|50122617|ref|YP_051784.1|	gi|188532509|ref|YP_001906306.1|
gi|50122618|ref|YP_051785.1|	gi|188534709|ref|YP_001908506.1|
gi|50122619|ref|YP_051786.1|	gi|188534605|ref|YP_001908402.1|
gi|50122620|ref|YP_051787.1|	gi|188533156|ref|YP_001906953.1|
gi|50122621|ref|YP_051788.1|	gi|188533489|ref|YP_001907286.1|
gi|50122622|ref|YP_051789.1|	gi|188533592|ref|YP_001907389.1|
gi|50122623|ref|YP_051790.1|	gi|188534227|ref|YP_001908024.1|
gi|50122624|ref|YP_051791.1|	gi|188535130|ref|YP_001908927.1|
gi|50122625|ref|YP_051792.1|	gi|188532331|ref|YP_001906128.1|
gi|50122626|ref|YP_051793.1|	gi|188532218|ref|YP_001906015.1|
gi|50122627|ref|YP_051794.1|	gi|188533169|ref|YP_001906966.1|
gi|50122628|ref|YP_051795.1|	gi|188532821|ref|YP_001906618.1|
gi|50122629|ref|YP_051796.1|	gi|188534357|ref|YP_001908154.1|
gi|50122630|ref|YP_051797.1|	gi|188533462|ref|YP_001907259.1|
gi|50122631|ref|YP_051798.1|	gi|188534838|ref|YP_001908635.1|
gi|50122632|ref|YP_051799.1|	gi|188533401|ref|YP_001907198.1|
gi|50122633|ref|YP_051800.1|	gi|188534261|ref|YP_001908058.1|
gi|50122634|ref|YP_051801.1|	gi|188532203|ref|YP_001906000.1|
gi|50122635|ref|YP_051802.1|	gi|188532837|ref|YP_001906634.1|
gi|50122636|ref|YP_051803.1|	gi|188533500|ref|YP_001907297.1|
gi|50122637|ref|YP_051804.1|	gi|188533349|ref|YP_001907146.1|
gi|50122638|ref|YP_051805.1|	gi|188533190|ref|YP_001906987.1|
gi|50122639|ref|YP_051806.1|	gi|188534892|ref|YP_001908689.1|
gi|50122640|ref|YP_051807.1|	gi|188532894|ref|YP_001906691.1|
gi|50122641|ref|YP_051808.1|	gi|188535157|ref|YP_001908954.1|
gi|50122642|ref|YP_051809.1|	gi|188532282|ref|YP_001906079.1|
gi|50122643|ref|YP_051810.1|	gi|188532754|ref|YP_001906551.1|
gi|50122644|ref|YP_051811.1|	gi|188534960|ref|YP_001908757.1|
gi|50122645|ref|YP_051812.1|	gi|188532675|ref|YP_001906472.1|
gi|50122646|ref|YP_051813.1|	gi|188534474|ref|YP_001908271.1|
gi|50122647|ref|YP_051814.1|	gi|188533936|ref|YP_001907733.1|
gi|50122648|ref|YP_051815.1|	gi|188532831|ref|YP_001906628.1|
gi|50122649|ref|YP_051816.1|	gi|188534487|ref|YP_001908284.1|
gi|50122650|ref|YP_051817.1|	gi|188532735|ref|YP_001906532.1|
gi|50122650|ref|YP_051817.1|	gi|188532735|ref|YP_001906532.1|
gi|50122651|ref|YP_051818.1|	gi|188532736|ref|YP_001906533.1|
gi|50122652|ref|YP_051819.1|	gi|188533712|ref|YP_001907509.1|
gi|50122653|ref|YP_051820.1|	gi|188534152|ref|YP_001907949.1|
gi|50122654|ref|YP_051821.1|	gi|188532739|ref|YP_001906536.1|
gi|50122655|ref|YP_051822.1|	gi|188532740|ref|YP_001906537.1|
gi|50122656|ref|YP_051823.1|	gi|188534659|ref|YP_001908456.1|
gi|50122657|ref|YP_051824.1|	gi|188532741|ref|YP_001906538.1|
gi|50122658|ref|YP_051825.1|	gi|188532729|ref|YP_001906526.1|
gi|50122659|ref|YP_051826.1|	gi|188532968|ref|YP_001906765.1|
gi|50122660|ref|YP_051827.1|	gi|188532730|ref|YP_001906527.1|
gi|50122661|ref|YP_051828.1|	gi|188532731|ref|YP_001906528.1|
gi|50122662|ref|YP_051829.1|	gi|188532732|ref|YP_001906529.1|
gi|50122663|ref|YP_051830.1|	gi|188532733|ref|YP_001906530.1|
gi|50122663|ref|YP_051830.1|	gi|188532733|ref|YP_001906530.1|
gi|50122663|ref|YP_051830.1|	gi|188532733|ref|YP_001906530.1|
gi|50122663|ref|YP_051830.1|	gi|188532733|ref|YP_001906530.1|
gi|50122664|ref|YP_051831.1|	gi|188532734|ref|YP_001906531.1|
gi|50122665|ref|YP_051832.1|	gi|188532746|ref|YP_001906543.1|
gi|50122666|ref|YP_051833.1|	gi|188533334|ref|YP_001907131.1|
gi|50122667|ref|YP_051834.1|	gi|188533944|ref|YP_001907741.1|
gi|50122668|ref|YP_051835.1|	gi|188535373|ref|YP_001909170.1|
gi|50122669|ref|YP_051836.1|	gi|188535374|ref|YP_001909171.1|
gi|50122670|ref|YP_051837.1|	gi|188535372|ref|YP_001909169.1|
gi|50122671|ref|YP_051838.1|	gi|188533194|ref|YP_001906991.1|
gi|50122672|ref|YP_051839.1|	gi|188535364|ref|YP_001909161.1|
gi|50122673|ref|YP_051840.1|	gi|188534282|ref|YP_001908079.1|
gi|50122674|ref|YP_051841.1|	gi|188534693|ref|YP_001908490.1|
gi|50122675|ref|YP_051842.1|	gi|188533026|ref|YP_001906823.1|
gi|50122676|ref|YP_051843.1|	gi|188533053|ref|YP_001906850.1|
gi|50122677|ref|YP_051844.1|	gi|188533344|ref|YP_001907141.1|
gi|50122678|ref|YP_051845.1|	gi|188534611|ref|YP_001908408.1|
gi|50122679|ref|YP_051846.1|	gi|188534610|ref|YP_001908407.1|
gi|50122680|ref|YP_051847.1|	gi|188534609|ref|YP_001908406.1|
gi|50122681|ref|YP_051848.1|	gi|188534496|ref|YP_001908293.1|
gi|50122682|ref|YP_051849.1|	gi|188532872|ref|YP_001906669.1|
gi|50122683|ref|YP_051850.1|	gi|188534494|ref|YP_001908291.1|
gi|50122684|ref|YP_051851.1|	gi|188533723|ref|YP_001907520.1|
gi|50122685|ref|YP_051852.1|	gi|188533212|ref|YP_001907009.1|
gi|50122686|ref|YP_051853.1|	gi|188533573|ref|YP_001907370.1|
gi|50122687|ref|YP_051854.1|	gi|188534657|ref|YP_001908454.1|
gi|50122688|ref|YP_051855.1|	gi|188532531|ref|YP_001906328.1|
gi|50122689|ref|YP_051856.1|	gi|188534154|ref|YP_001907951.1|
gi|50122690|ref|YP_051857.1|	gi|188534275|ref|YP_001908072.1|
gi|50122691|ref|YP_051858.1|	gi|188534276|ref|YP_001908073.1|
gi|50122691|ref|YP_051858.1|	gi|188534276|ref|YP_001908073.1|
gi|50122692|ref|YP_051859.1|	gi|188535513|ref|YP_001909310.1|
gi|50122693|ref|YP_051860.1|	gi|188535513|ref|YP_001909310.1|
gi|50122694|ref|YP_051861.1|	gi|188535364|ref|YP_001909161.1|
gi|50122695|ref|YP_051862.1|	gi|188535527|ref|YP_001909324.1|
gi|50122696|ref|YP_051863.1|	gi|188535527|ref|YP_001909324.1|
gi|50122697|ref|YP_051864.1|	gi|188534457|ref|YP_001908254.1|
gi|50122698|ref|YP_051865.1|	gi|188532849|ref|YP_001906646.1|
gi|50122699|ref|YP_051866.1|	gi|188532976|ref|YP_001906773.1|
gi|50122700|ref|YP_051867.1|	gi|188532975|ref|YP_001906772.1|
gi|50122701|ref|YP_051868.1|	gi|188534381|ref|YP_001908178.1|
gi|50122702|ref|YP_051869.1|	gi|188534249|ref|YP_001908046.1|
gi|50122703|ref|YP_051870.1|	gi|188534513|ref|YP_001908310.1|
gi|50122704|ref|YP_051871.1|	gi|188533597|ref|YP_001907394.1|
gi|50122705|ref|YP_051872.1|	gi|188532599|ref|YP_001906396.1|
gi|50122706|ref|YP_051873.1|	gi|188534208|ref|YP_001908005.1|
gi|50122707|ref|YP_051874.1|	gi|188532389|ref|YP_001906186.1|
gi|50122708|ref|YP_051875.1|	gi|188535068|ref|YP_001908865.1|
gi|50122709|ref|YP_051876.1|	gi|188532963|ref|YP_001906760.1|
gi|50122710|ref|YP_051877.1|	gi|188532962|ref|YP_001906759.1|
gi|50122710|ref|YP_051877.1|	gi|188532962|ref|YP_001906759.1|
gi|50122710|ref|YP_051877.1|	gi|188532962|ref|YP_001906759.1|
gi|50122711|ref|YP_051878.1|	gi|188532961|ref|YP_001906758.1|
gi|50122712|ref|YP_051879.1|	gi|188532960|ref|YP_001906757.1|
gi|50122713|ref|YP_051880.1|	gi|188532959|ref|YP_001906756.1|
gi|50122714|ref|YP_051881.1|	gi|188532958|ref|YP_001906755.1|
gi|50122715|ref|YP_051882.1|	gi|188532957|ref|YP_001906754.1|
gi|50122716|ref|YP_051883.1|	gi|188532954|ref|YP_001906751.1|
gi|50122717|ref|YP_051884.1|	gi|188532953|ref|YP_001906750.1|
gi|50122718|ref|YP_051885.1|	gi|188533091|ref|YP_001906888.1|
gi|50122719|ref|YP_051886.1|	gi|188532950|ref|YP_001906747.1|
gi|50122720|ref|YP_051887.1|	gi|188532949|ref|YP_001906746.1|
gi|50122721|ref|YP_051888.1|	gi|188532948|ref|YP_001906745.1|
gi|50122722|ref|YP_051889.1|	gi|188532947|ref|YP_001906744.1|
gi|50122723|ref|YP_051890.1|	gi|188532946|ref|YP_001906743.1|
gi|50122724|ref|YP_051891.1|	gi|188532945|ref|YP_001906742.1|
gi|50122725|ref|YP_051892.1|	gi|188532944|ref|YP_001906741.1|
gi|50122726|ref|YP_051893.1|	gi|188532943|ref|YP_001906740.1|
gi|50122727|ref|YP_051894.1|	gi|188532942|ref|YP_001906739.1|
gi|50122728|ref|YP_051895.1|	gi|188532911|ref|YP_001906708.1|
gi|50122729|ref|YP_051896.1|	gi|188532910|ref|YP_001906707.1|
gi|50122730|ref|YP_051897.1|	gi|188532909|ref|YP_001906706.1|
gi|50122731|ref|YP_051898.1|	gi|188532908|ref|YP_001906705.1|
gi|50122732|ref|YP_051899.1|	gi|188532907|ref|YP_001906704.1|
gi|50122733|ref|YP_051900.1|	gi|188532906|ref|YP_001906703.1|
gi|50122734|ref|YP_051901.1|	gi|188532905|ref|YP_001906702.1|
gi|50122735|ref|YP_051902.1|	gi|188532904|ref|YP_001906701.1|
gi|50122736|ref|YP_051903.1|	gi|188532903|ref|YP_001906700.1|
gi|50122737|ref|YP_051904.1|	gi|188532902|ref|YP_001906699.1|
gi|50122738|ref|YP_051905.1|	gi|188532901|ref|YP_001906698.1|
gi|50122739|ref|YP_051906.1|	gi|188532900|ref|YP_001906697.1|
gi|50122740|ref|YP_051907.1|	gi|188532899|ref|YP_001906696.1|
gi|50122741|ref|YP_051908.1|	gi|188532898|ref|YP_001906695.1|
gi|50122742|ref|YP_051909.1|	gi|188532897|ref|YP_001906694.1|
gi|50122743|ref|YP_051910.1|	gi|188532896|ref|YP_001906693.1|
gi|50122744|ref|YP_051911.1|	gi|188532895|ref|YP_001906692.1|
gi|50122745|ref|YP_051912.1|	gi|188532894|ref|YP_001906691.1|
gi|50122746|ref|YP_051913.1|	gi|188532893|ref|YP_001906690.1|
gi|50122747|ref|YP_051914.1|	gi|188533337|ref|YP_001907134.1|
gi|50122748|ref|YP_051915.1|	gi|188532892|ref|YP_001906689.1|
gi|50122749|ref|YP_051916.1|	gi|188532891|ref|YP_001906688.1|
gi|50122750|ref|YP_051917.1|	gi|188532890|ref|YP_001906687.1|
