#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore
gi|50121276|ref|YP_050443.1|	1_2011	644	644	100	100	644	96.12	 1296
gi|50121277|ref|YP_050444.1|	1_2010	424	425	100	99	423	85.88	  734
gi|50121279|ref|YP_050446.1|	1_2201	417	416	99	99	415	80.24	  703
gi|50121287|ref|YP_050454.1|	1_2202	513	511	99	99	510	89.80	  983
gi|50121288|ref|YP_050455.1|	1_2203	239	239	99	99	238	82.77	  410
gi|50121289|ref|YP_050456.1|	1_2462	526	777	17	12	98	25.51	29.3
gi|50121290|ref|YP_050457.1|	1_2204	176	176	100	100	176	81.25	  275
gi|50121293|ref|YP_050460.1|	1_2205	148	148	100	100	148	77.70	  256
gi|50121294|ref|YP_050461.1|	1_2206	218	218	100	100	218	88.53	  408
gi|50121295|ref|YP_050462.1|	1_2207	95	90	85	90	81	80.25	  136
gi|50121296|ref|YP_050463.1|	1_2208	228	227	100	100	228	77.63	  367
gi|50121297|ref|YP_050464.1|	1_2209	270	270	100	100	270	91.85	  505
gi|50121298|ref|YP_050465.1|	1_2210	89	93	97	92	86	96.51	  170
gi|50121299|ref|YP_050466.1|	1_2211	374	359	96	100	360	78.61	  578
gi|50121300|ref|YP_050467.1|	1_2212	561	556	99	99	550	82.70	  964
gi|50121301|ref|YP_050468.1|	1_2213	198	194	88	79	154	64.20	  213
gi|50121302|ref|YP_050469.1|	1_2214	233	233	100	100	233	75.54	  369
gi|50121303|ref|YP_050470.1|	1_2215	639	646	99	98	635	84.57	 1100
gi|50121304|ref|YP_050471.1|	1_2216	114	115	100	99	114	86.84	  207
gi|50121305|ref|YP_050472.1|	1_2217	78	63	74	86	54	67.24	77.4
gi|50121306|ref|YP_050473.1|	1_2218	484	456	92	98	447	74.27	  694
gi|50121307|ref|YP_050474.1|	1_2219	192	207	96	89	184	73.91	  249
gi|50121308|ref|YP_050475.1|	1_2220	454	453	100	100	454	83.92	  808
gi|50121312|ref|YP_050479.1|	1_2222	518	517	100	100	518	83.01	  813
gi|50121313|ref|YP_050480.1|	1_2223	322	318	100	100	322	81.68	  520
gi|50121314|ref|YP_050481.1|	1_2224	265	265	100	100	265	91.70	  419
gi|50121315|ref|YP_050482.1|	1_2225	280	278	100	100	280	91.79	  521
gi|50121316|ref|YP_050483.1|	1_2226	152	152	100	100	152	69.08	  202
gi|50121317|ref|YP_050484.1|	1_2227	187	190	99	98	186	82.26	  319
gi|50121318|ref|YP_050485.1|	1_2228	276	275	97	97	269	66.17	  365
gi|50121319|ref|YP_050486.1|	1_2229	69	69	100	100	69	100.00	  139
gi|50121320|ref|YP_050487.1|	1_1604	304	311	91	89	277	76.90	  453
gi|50121321|ref|YP_050488.1|	1_1603	296	298	97	96	286	72.73	  437
gi|50121322|ref|YP_050489.1|	1_1602	287	284	97	95	270	82.01	  453
gi|50121323|ref|YP_050490.1|	1_1601	285	275	96	100	275	63.64	  347
gi|50121324|ref|YP_050491.1|	1_2230	286	285	99	100	285	77.19	  469
gi|50121325|ref|YP_050492.1|	1_2231	182	182	99	99	180	67.78	  270
gi|50121327|ref|YP_050494.1|	1_2232	111	110	99	100	110	90.00	  205
gi|50121328|ref|YP_050495.1|	1_2233	278	278	100	100	278	86.33	  520
gi|50121329|ref|YP_050496.1|	1_2234	253	294	100	86	253	92.49	  490
gi|50121330|ref|YP_050497.1|	1_2235	543	543	99	99	541	75.79	  876
gi|50121331|ref|YP_050498.1|	1_2236	296	296	100	100	296	97.30	  582
gi|50121332|ref|YP_050499.1|	1_2237	301	300	100	100	301	90.70	  542
gi|50121333|ref|YP_050500.1|	1_2238	375	375	100	100	375	85.07	  669
gi|50121334|ref|YP_050501.1|	1_2239	429	430	100	99	429	83.45	  754
gi|50121335|ref|YP_050502.1|	1_2240	238	237	100	100	238	68.49	  344
gi|50121336|ref|YP_050503.1|	1_2241	320	311	95	97	303	80.20	  513
gi|50121337|ref|YP_050504.1|	1_2242	191	192	95	94	181	75.69	  287
gi|50121338|ref|YP_050505.1|	1_2243	464	463	100	100	464	86.85	  727
gi|50121339|ref|YP_050506.1|	1_2244	109	109	99	99	109	55.05	  124
gi|50121340|ref|YP_050507.1|	1_2245	274	274	100	100	274	88.32	  511
gi|50121341|ref|YP_050508.1|	1_2246	295	338	99	87	293	66.21	  384
gi|50121343|ref|YP_050510.1|	1_2247	147	135	72	79	107	60.75	  144
gi|50121344|ref|YP_050511.1|	1_2248	98	99	99	98	97	100.00	  195
gi|50121345|ref|YP_050512.1|	1_2249	795	795	100	100	795	87.67	 1404
gi|50121346|ref|YP_050513.1|	1_2250	327	327	100	100	327	96.02	  655
gi|50121347|ref|YP_050514.1|	1_2251	118	118	100	100	118	98.31	  223
gi|50121348|ref|YP_050515.1|	1_2252	65	65	100	100	65	93.85	  122
gi|50121349|ref|YP_050516.1|	1_2253	180	113	63	100	113	96.46	  224
gi|50121350|ref|YP_050517.1|	1_2254	642	642	99	99	641	93.45	 1280
gi|50121352|ref|YP_050519.1|	1_2255	87	98	99	76	75	49.33	56.2
gi|50121353|ref|YP_050520.1|	1_2256	263	263	100	100	263	91.63	  496
gi|50121354|ref|YP_050521.1|	1_2257	388	388	99	99	387	88.63	  733
gi|50121355|ref|YP_050522.1|	1_2258	293	294	100	100	294	88.78	  545
gi|50121358|ref|YP_050525.1|	1_1764	407	405	97	98	399	68.92	  558
gi|50121359|ref|YP_050526.1|	1_1763	249	244	100	100	250	76.00	  395
gi|50121360|ref|YP_050527.1|	1_1762	580	566	96	98	554	74.55	  860
gi|50121361|ref|YP_050528.1|	1_2259	722	723	99	99	716	70.81	 1081
gi|50121366|ref|YP_050533.1|	1_2260	417	417	100	100	417	95.20	  821
gi|50121367|ref|YP_050534.1|	1_2261	218	218	99	100	218	73.39	  329
gi|50121368|ref|YP_050535.1|	1_2262	148	152	100	97	148	73.65	  228
gi|50121369|ref|YP_050536.1|	1_2263	368	370	99	99	367	90.46	  696
gi|50121370|ref|YP_050537.1|	1_2264	212	210	99	99	209	70.81	  311
gi|50121371|ref|YP_050538.1|	1_2265	456	455	99	100	455	91.43	  884
gi|50121372|ref|YP_050539.1|	1_2266	229	222	97	100	222	86.94	  383
gi|50121373|ref|YP_050540.1|	1_2267	484	496	99	97	481	76.92	  755
gi|50121374|ref|YP_050541.1|	1_2268	373	373	100	100	373	82.04	  645
gi|50121375|ref|YP_050542.1|	1_2269	410	422	99	97	409	85.33	  745
gi|50121383|ref|YP_050550.1|	1_959	210	192	96	83	202	30.20	74.3
gi|50121384|ref|YP_050551.1|	1_958	288	278	34	82	97	24.14	68.9
gi|50121385|ref|YP_050552.1|	1_2386	671	673	99	99	669	82.21	 1154
gi|50121386|ref|YP_050553.1|	1_2387	249	243	100	100	250	74.00	  339
gi|50121387|ref|YP_050554.1|	1_2388	168	168	100	100	168	77.98	  277
gi|50121388|ref|YP_050555.1|	1_2389	426	412	99	99	422	71.80	  589
gi|50121389|ref|YP_050556.1|	1_2390	880	876	99	99	875	77.37	 1368
gi|50121390|ref|YP_050557.1|	1_2391	484	482	98	99	476	71.85	  723
gi|50121391|ref|YP_050558.1|	1_2392	63	63	98	98	62	59.68	84.0
gi|50121395|ref|YP_050562.1|	1_2004	160	147	93	98	148	62.16	  201
gi|50121397|ref|YP_050564.1|	1_3883	70	70	100	100	70	80.00	  110
gi|50121398|ref|YP_050565.1|	1_2003	118	112	95	100	112	63.39	  149
gi|50121399|ref|YP_050566.1|	1_1995	168	169	100	100	169	88.17	  315
gi|50121400|ref|YP_050567.1|	1_1992	76	76	100	100	76	71.05	  114
gi|50121401|ref|YP_050568.1|	1_1990	683	678	99	100	679	70.54	 1011
gi|50121402|ref|YP_050569.1|	1_1989	392	392	100	100	392	83.67	  654
gi|50121403|ref|YP_050570.1|	1_1988	213	213	100	100	213	89.67	  385
gi|50121404|ref|YP_050571.1|	1_1987	491	491	100	100	491	90.63	  947
gi|50121405|ref|YP_050572.1|	1_1986	289	289	99	99	288	89.93	  541
gi|50121406|ref|YP_050573.1|	1_1985	480	480	100	100	480	93.54	  914
gi|50121407|ref|YP_050574.1|	1_1982	325	328	99	99	324	73.77	  511
gi|50121408|ref|YP_050575.1|	1_1981	440	472	100	100	472	69.49	  680
gi|50121409|ref|YP_050576.1|	1_1980	333	340	98	99	337	67.36	  451
gi|50121410|ref|YP_050577.1|	1_1979	252	252	100	100	252	86.51	  441
gi|50121411|ref|YP_050578.1|	1_1978	261	261	100	100	261	84.29	  405
gi|50121416|ref|YP_050583.1|	1_1977	334	334	100	100	334	91.02	  616
gi|50121417|ref|YP_050584.1|	1_1976	205	205	100	100	205	83.41	  331
gi|50121418|ref|YP_050585.1|	1_1965	170	173	98	96	166	81.33	  258
gi|50121419|ref|YP_050586.1|	1_1964	247	247	100	100	247	95.95	  485
gi|50121420|ref|YP_050587.1|	1_1963	147	147	100	100	147	84.35	  256
gi|50121421|ref|YP_050588.1|	1_1962	599	596	99	100	596	88.42	 1118
gi|50121423|ref|YP_050590.1|	1_1961	164	271	97	59	160	74.38	  258
gi|50121429|ref|YP_050596.1|	1_868	212	189	75	73	160	25.62	34.7
gi|50121434|ref|YP_050601.1|	1_1960	131	131	99	99	130	82.31	  223
gi|50121435|ref|YP_050602.1|	1_1959	259	247	95	99	245	81.22	  425
gi|50121436|ref|YP_050603.1|	1_1958	327	323	99	100	323	79.88	  536
gi|50121442|ref|YP_050609.1|	1_1956	252	254	97	96	245	73.06	  395
gi|50121443|ref|YP_050610.1|	1_1955	194	190	96	98	186	70.43	  268
gi|50121444|ref|YP_050611.1|	1_1954	576	532	92	100	532	83.46	  945
gi|50121445|ref|YP_050612.1|	1_1935	511	511	100	100	511	84.74	  865
gi|50121446|ref|YP_050613.1|	1_1934	321	304	93	98	300	64.33	  386
gi|50121447|ref|YP_050614.1|	1_1933	212	214	100	99	213	75.59	  322
gi|50121448|ref|YP_050615.1|	1_1932	194	194	100	100	194	89.18	  363
gi|50121449|ref|YP_050616.1|	1_1931	401	401	100	100	401	81.55	  607
gi|50121450|ref|YP_050617.1|	1_1930	215	215	98	98	210	61.43	  281
gi|50121451|ref|YP_050618.1|	1_1929	188	187	91	100	171	77.13	  296
gi|50121452|ref|YP_050619.1|	1_1928	192	191	91	93	175	72.00	  263
gi|50121453|ref|YP_050620.1|	1_1927	245	245	100	100	245	84.49	  448
gi|50121455|ref|YP_050622.1|	1_2565	188	187	98	99	188	52.66	  192
gi|50121456|ref|YP_050623.1|	1_2566	546	548	100	99	547	75.87	  865
gi|50121457|ref|YP_050624.1|	1_2567	414	422	100	97	414	71.98	  596
gi|50121458|ref|YP_050625.1|	1_2568	636	644	100	100	644	84.63	 1079
gi|50121459|ref|YP_050626.1|	1_2569	705	707	100	100	707	82.32	 1209
gi|50121460|ref|YP_050627.1|	1_2570	367	367	99	99	366	71.58	  570
gi|50121461|ref|YP_050628.1|	1_2571	195	184	86	90	167	71.26	  246
gi|50121462|ref|YP_050629.1|	1_2572	336	335	99	100	335	88.66	  618
gi|50121463|ref|YP_050630.1|	1_2578	871	871	99	99	869	83.31	 1511
gi|50121464|ref|YP_050631.1|	1_2579	401	401	100	100	401	79.55	  673
gi|50121465|ref|YP_050632.1|	1_2580	466	466	100	100	466	89.48	  890
gi|50121466|ref|YP_050633.1|	1_2583	370	366	100	100	376	63.30	  431
gi|50121467|ref|YP_050634.1|	1_2584	396	396	100	100	396	84.09	  700
gi|50121468|ref|YP_050635.1|	1_2585	215	212	98	99	210	74.29	  347
gi|50121469|ref|YP_050636.1|	1_2586	182	182	100	100	182	85.16	  333
gi|50121470|ref|YP_050637.1|	1_2587	580	562	99	100	581	68.16	  812
gi|50121471|ref|YP_050638.1|	1_1913	1479	1479	100	100	1479	88.71	 2584
gi|50121472|ref|YP_050639.1|	1_1912	231	244	87	85	202	93.27	  387
gi|50121473|ref|YP_050640.1|	1_1911	441	440	100	100	441	86.85	  777
gi|50121474|ref|YP_050641.1|	1_1910	261	273	100	100	273	73.99	  410
gi|50121475|ref|YP_050642.1|	1_1909	282	259	93	100	261	70.11	  336
gi|50121476|ref|YP_050643.1|	1_1908	297	298	100	100	298	83.22	  517
gi|50121477|ref|YP_050644.1|	1_1907	468	439	92	99	434	73.73	  658
gi|50121478|ref|YP_050645.1|	1_1906	250	250	99	99	248	85.48	  443
gi|50121479|ref|YP_050646.1|	1_1905	60	60	100	100	60	85.00	  105
gi|50121480|ref|YP_050647.1|	1_1904	333	337	99	99	332	72.59	  469
gi|50121481|ref|YP_050648.1|	1_1903	594	582	98	99	581	85.89	  992
gi|50121482|ref|YP_050649.1|	1_1902	757	766	93	98	706	59.00	  849
gi|50121483|ref|YP_050650.1|	1_1009	152	152	100	100	152	92.76	  298
gi|50121484|ref|YP_050651.1|	1_1900	105	112	97	91	102	90.20	  189
gi|50121488|ref|YP_050655.1|	1_2852	316	320	67	71	234	26.92	52.0
gi|50121489|ref|YP_050656.1|	1_1899	475	510	99	92	471	78.77	  795
gi|50121490|ref|YP_050657.1|	1_1897	456	452	97	98	443	85.78	  780
gi|50121492|ref|YP_050659.1|	1_1896	251	278	99	90	250	61.20	  328
gi|50121493|ref|YP_050660.1|	1_1895	301	302	90	90	272	71.69	  395
gi|50121494|ref|YP_050661.1|	1_1894	175	180	99	96	173	64.74	  238
gi|50121495|ref|YP_050662.1|	1_1893	509	509	100	100	509	89.00	  942
gi|50121496|ref|YP_050663.1|	1_1892	291	296	99	98	290	92.76	  546
gi|50121497|ref|YP_050664.1|	1_1891	96	96	100	100	96	84.38	  163
gi|50121498|ref|YP_050665.1|	1_1890	354	222	64	98	225	75.56	  355
gi|50121499|ref|YP_050666.1|	1_1888	294	294	99	99	293	82.59	  502
gi|50121500|ref|YP_050667.1|	1_1887	456	455	100	100	459	85.40	  775
gi|50121501|ref|YP_050668.1|	1_1886	531	531	99	99	527	77.61	  862
gi|50121502|ref|YP_050669.1|	1_1885	233	241	97	93	226	78.76	  371
gi|50121503|ref|YP_050670.1|	1_1884	644	652	100	100	655	63.66	  790
gi|50121505|ref|YP_050672.1|	1_1883	280	273	97	99	272	65.81	  360
gi|50121506|ref|YP_050673.1|	1_1882	299	299	100	100	299	96.99	  589
gi|50121507|ref|YP_050674.1|	1_1881	442	436	98	99	435	84.83	  762
gi|50121508|ref|YP_050675.1|	1_1880	357	356	99	99	355	80.28	  594
gi|50121509|ref|YP_050676.1|	1_1879	355	355	100	100	355	89.58	  669
gi|50121510|ref|YP_050677.1|	1_1878	196	196	100	100	196	81.12	  342
gi|50121511|ref|YP_050678.1|	1_1877	245	245	100	100	245	89.80	  444
gi|50121512|ref|YP_050679.1|	1_1876	258	258	100	100	258	93.02	  494
gi|50121513|ref|YP_050680.1|	1_1875	210	204	97	99	203	85.71	  349
gi|50121514|ref|YP_050681.1|	1_1871	94	94	100	100	94	96.81	  189
gi|50121515|ref|YP_050682.1|	1_1870	557	569	100	98	557	96.41	 1083
gi|50121516|ref|YP_050683.1|	1_1869	225	228	99	98	224	86.61	  395
gi|50121517|ref|YP_050684.1|	1_1868	429	429	99	99	427	87.35	  754
gi|50121518|ref|YP_050685.1|	1_1867	361	361	100	100	361	88.92	  681
gi|50121519|ref|YP_050686.1|	1_1866	587	587	100	100	587	86.37	 1035
gi|50121520|ref|YP_050687.1|	1_1865	286	285	99	100	285	85.61	  489
gi|50121521|ref|YP_050688.1|	1_1864	760	760	100	100	760	94.34	 1519
gi|50121524|ref|YP_050691.1|	1_2419	345	392	97	89	347	39.94	  251
gi|50121525|ref|YP_050692.1|	1_2414	394	389	97	98	384	49.48	  370
gi|50121526|ref|YP_050693.1|	1_2415	171	172	91	92	159	43.40	  121
gi|50121527|ref|YP_050694.1|	1_2416	102	96	83	86	86	38.37	48.9
gi|50121530|ref|YP_050697.1|	1_2418	163	164	100	100	169	47.34	  138
gi|50121531|ref|YP_050698.1|	1_2413	205	203	98	99	202	46.04	  180
gi|50121532|ref|YP_050699.1|	1_2407	536	239	40	89	213	72.30	  325
gi|50121533|ref|YP_050700.1|	1_2406	201	203	98	97	196	66.33	  278
gi|50121534|ref|YP_050701.1|	1_2405	298	302	99	99	301	55.48	  309
gi|50121535|ref|YP_050702.1|	1_2404	122	116	80	84	98	50.00	  103
gi|50121536|ref|YP_050703.1|	1_2403	193	217	98	94	204	43.63	  170
gi|50121538|ref|YP_050705.1|	1_2401	150	153	74	85	113	31.34	52.8
gi|50121540|ref|YP_050707.1|	1_2726	146	146	93	93	136	56.62	  163
gi|50121542|ref|YP_050709.1|	1_2724	102	103	93	92	95	73.68	  141
gi|50121543|ref|YP_050710.1|	1_2400	66	67	98	99	66	45.45	63.2
gi|50121552|ref|YP_050719.1|	1_2398	836	708	70	82	611	34.37	  295
gi|50121556|ref|YP_050723.1|	1_2396	77	71	45	49	35	42.86	31.6
gi|50121559|ref|YP_050726.1|	1_2194	66	200	35	24	23	33.33	23.5
gi|50121566|ref|YP_050733.1|	1_1862	313	309	97	98	303	70.30	  451
gi|50121567|ref|YP_050734.1|	1_1861	384	383	99	99	381	75.85	  528
gi|50121568|ref|YP_050735.1|	1_1855	431	431	100	100	431	85.85	  782
gi|50121569|ref|YP_050736.1|	1_1854	447	447	100	100	447	90.38	  833
gi|50121570|ref|YP_050737.1|	1_1853	203	204	100	99	203	76.85	  332
gi|50121571|ref|YP_050738.1|	1_1852	1136	1178	100	100	1216	64.79	 1447
gi|50121572|ref|YP_050739.1|	1_1851	164	164	100	100	164	99.39	  332
gi|50121573|ref|YP_050740.1|	1_1850	319	317	99	99	316	88.92	  588
gi|50121574|ref|YP_050741.1|	1_1849	588	588	100	100	588	75.85	  866
gi|161501873|ref|YP_050742.2|	1_1848	573	579	100	99	573	73.12	  749
gi|50121576|ref|YP_050743.1|	1_1847	237	242	98	96	233	68.67	  332
gi|50121577|ref|YP_050744.1|	1_1846	72	72	100	100	72	100.00	  149
gi|50121580|ref|YP_050747.1|	1_1845	757	758	99	99	754	93.24	 1456
gi|50121581|ref|YP_050748.1|	1_1844	106	106	100	100	106	83.02	  191
gi|50121583|ref|YP_050750.1|	1_1843	73	73	100	100	73	84.93	  134
gi|50121584|ref|YP_050751.1|	1_1842	554	553	100	100	554	81.23	  903
gi|50121586|ref|YP_050753.1|	1_1841	550	550	100	100	550	86.55	 1005
gi|50121587|ref|YP_050754.1|	1_1840	341	335	97	99	331	72.81	  494
gi|50121588|ref|YP_050755.1|	1_1839	478	488	99	97	475	68.21	  679
gi|50121589|ref|YP_050756.1|	1_1838	275	293	99	94	275	60.36	  322
gi|50121590|ref|YP_050757.1|	1_1837	107	108	100	99	107	83.18	  187
gi|50121591|ref|YP_050758.1|	1_1836	242	249	100	97	242	86.36	  446
gi|50121592|ref|YP_050759.1|	1_1835	243	243	100	100	243	83.54	  419
gi|50121593|ref|YP_050760.1|	1_1834	238	238	100	100	238	86.97	  398
gi|50121594|ref|YP_050761.1|	1_1833	222	223	100	99	222	84.68	  355
gi|50121595|ref|YP_050762.1|	1_1832	243	249	100	99	248	83.87	  436
gi|50121596|ref|YP_050763.1|	1_1830	375	376	99	99	374	78.07	  609
gi|50121597|ref|YP_050764.1|	1_1829	150	138	91	99	137	61.31	  136
gi|50121598|ref|YP_050765.1|	1_1828	281	281	100	100	281	88.97	  484
gi|50121599|ref|YP_050766.1|	1_1827	321	319	100	100	321	83.18	  512
gi|50121600|ref|YP_050767.1|	1_1826	377	377	100	100	377	93.37	  732
gi|50121601|ref|YP_050768.1|	1_1825	369	369	100	100	369	84.55	  659
gi|50121602|ref|YP_050769.1|	1_1824	160	159	99	100	159	83.02	  281
gi|50121603|ref|YP_050770.1|	1_1823	303	300	99	99	300	83.33	  512
gi|50121604|ref|YP_050771.1|	1_1822	239	240	100	100	240	71.67	  325
gi|50121605|ref|YP_050772.1|	1_1821	88	85	94	98	83	87.95	  159
gi|50121606|ref|YP_050773.1|	1_1820	123	124	99	98	122	58.20	  149
gi|50121607|ref|YP_050774.1|	1_1819	562	562	100	100	562	90.75	 1019
gi|50121609|ref|YP_050776.1|	1_1818	257	256	99	100	256	71.09	  364
gi|50121610|ref|YP_050777.1|	1_1817	401	402	99	99	398	77.89	  643
gi|50121611|ref|YP_050778.1|	1_1815	219	220	100	99	219	89.95	  315
gi|50121612|ref|YP_050779.1|	1_1814	338	338	100	100	338	82.54	  559
gi|50121613|ref|YP_050780.1|	1_1813	281	281	100	100	281	82.92	  487
gi|50121614|ref|YP_050781.1|	1_1812	205	205	100	100	205	62.93	  290
gi|50121615|ref|YP_050782.1|	1_1811	388	374	93	96	361	70.64	  538
gi|50121632|ref|YP_050799.1|	1_1810	442	467	98	93	433	90.76	  818
gi|50121633|ref|YP_050800.1|	1_1809	260	251	88	91	228	82.46	  387
gi|50121634|ref|YP_050801.1|	1_1808	391	382	95	97	370	67.57	  471
gi|50121635|ref|YP_050802.1|	1_1807	220	222	99	98	217	91.71	  396
gi|50121636|ref|YP_050803.1|	1_1804	560	553	100	100	564	59.04	  620
gi|50121637|ref|YP_050804.1|	1_1800	290	287	99	100	287	64.46	  385
gi|50121638|ref|YP_050805.1|	1_1799	373	373	99	99	372	91.40	  707
gi|50121639|ref|YP_050806.1|	1_1798	286	281	97	99	278	73.38	  422
gi|50121640|ref|YP_050807.1|	1_1857	214	201	98	98	211	39.34	  146
gi|50121641|ref|YP_050808.1|	1_1797	70	70	100	100	70	77.14	  112
gi|50121642|ref|YP_050809.1|	1_1796	362	362	99	99	360	80.61	  540
gi|50121643|ref|YP_050810.1|	1_1795	503	503	99	99	502	81.08	  835
gi|50121644|ref|YP_050811.1|	1_1794	331	335	100	100	335	90.75	  538
gi|50121647|ref|YP_050814.1|	1_1788	491	494	100	99	491	88.19	  866
gi|50121648|ref|YP_050815.1|	1_1787	290	292	99	98	286	84.97	  484
gi|50121649|ref|YP_050816.1|	1_1786	357	360	99	99	356	59.55	  405
gi|50121650|ref|YP_050817.1|	1_1785	281	285	99	98	278	82.01	  490
gi|50121651|ref|YP_050818.1|	1_1783	563	562	99	100	562	85.59	  923
gi|50121652|ref|YP_050819.1|	1_1782	312	312	100	100	312	95.19	  595
gi|50121653|ref|YP_050820.1|	1_1781	377	379	100	100	379	80.21	  590
gi|50121654|ref|YP_050821.1|	1_1780	392	393	99	99	390	80.00	  607
gi|50121655|ref|YP_050822.1|	1_1779	84	84	100	100	84	75.00	  135
gi|50121656|ref|YP_050823.1|	1_1778	190	190	100	100	190	88.95	  354
gi|50121657|ref|YP_050824.1|	1_1777	333	324	99	99	329	74.16	  482
gi|50121658|ref|YP_050825.1|	1_1776	233	237	97	95	225	70.67	  336
gi|50121659|ref|YP_050826.1|	1_1775	193	191	100	100	193	74.09	  291
gi|50121660|ref|YP_050827.1|	1_1774	602	603	100	100	603	71.48	  898
gi|50121661|ref|YP_050828.1|	1_1773	365	364	100	100	365	84.66	  616
gi|50121662|ref|YP_050829.1|	1_1772	341	341	100	100	341	82.99	  583
gi|50121663|ref|YP_050830.1|	1_1771	538	530	99	100	530	77.92	  818
gi|50121664|ref|YP_050831.1|	1_1770	114	114	100	100	114	73.68	  181
gi|50121665|ref|YP_050832.1|	1_1769	396	393	99	99	392	75.26	  576
gi|50121666|ref|YP_050833.1|	1_1768	231	232	99	99	230	82.17	  393
gi|50121667|ref|YP_050834.1|	1_1767	79	79	100	100	79	69.62	  119
gi|50121668|ref|YP_050835.1|	1_1766	586	596	100	100	596	79.53	 1006
gi|50121669|ref|YP_050836.1|	1_1765	94	95	100	100	96	76.04	  145
gi|50121671|ref|YP_050838.1|	1_1761	336	336	100	100	336	86.90	  617
gi|50121672|ref|YP_050839.1|	1_1760	76	76	96	97	74	81.08	  121
gi|50121673|ref|YP_050840.1|	1_1759	582	590	100	100	590	69.66	  853
gi|50121681|ref|YP_050848.1|	1_1758	81	81	100	100	81	83.95	  142
gi|50121682|ref|YP_050849.1|	1_1757	94	94	100	100	94	84.04	  172
gi|50121686|ref|YP_050853.1|	1_2720	475	535	99	88	470	80.21	  730
gi|50121687|ref|YP_050854.1|	1_1721	389	393	96	96	379	65.44	  378
gi|50121688|ref|YP_050855.1|	1_1719	171	171	100	100	171	70.76	  245
gi|50121689|ref|YP_050856.1|	1_1718	295	293	99	100	293	71.67	  378
gi|50121690|ref|YP_050857.1|	1_842	184	175	55	59	103	36.89	63.5
gi|50121691|ref|YP_050858.1|	1_1717	167	167	100	100	167	77.25	  273
gi|50121692|ref|YP_050859.1|	1_1716	248	248	100	100	248	88.31	  429
gi|50121693|ref|YP_050860.1|	1_1715	219	219	100	100	219	83.56	  329
gi|50121694|ref|YP_050861.1|	1_1714	240	240	100	100	240	91.67	  453
gi|50121695|ref|YP_050862.1|	1_1706	622	621	99	99	618	78.16	 1029
gi|50121696|ref|YP_050863.1|	1_1705	322	322	100	100	322	77.33	  489
gi|50121705|ref|YP_050872.1|	1_2117	448	462	99	96	445	73.48	  649
gi|50121706|ref|YP_050873.1|	1_2118	442	448	99	98	438	73.06	  663
gi|50121707|ref|YP_050874.1|	1_2119	575	575	99	99	571	76.36	  805
gi|50121708|ref|YP_050875.1|	1_2120	103	103	99	99	102	56.86	  124
gi|50121709|ref|YP_050876.1|	1_2114	469	477	95	98	454	67.09	  635
gi|50121710|ref|YP_050877.1|	1_1702	699	701	100	99	699	77.11	 1135
gi|50121714|ref|YP_050881.1|	1_1700	768	772	100	100	772	79.79	 1268
gi|50121715|ref|YP_050882.1|	1_1694	228	228	99	99	225	68.44	  315
gi|50121716|ref|YP_050883.1|	1_1693	315	317	97	97	306	83.01	  504
gi|50121717|ref|YP_050884.1|	1_948	169	211	30	24	51	31.37	28.9
gi|50121719|ref|YP_050886.1|	1_1691	180	179	98	99	177	68.93	  261
gi|50121720|ref|YP_050887.1|	1_1608	182	141	65	81	118	31.36	58.2
gi|50121721|ref|YP_050888.1|	1_370	311	302	96	98	322	28.57	83.2
gi|50121723|ref|YP_050890.1|	1_1690	310	311	99	99	307	87.62	  562
gi|50121724|ref|YP_050891.1|	1_1692	223	227	98	96	218	89.45	  423
gi|50121725|ref|YP_050892.1|	1_1689	531	531	95	100	507	83.43	  926
gi|50121726|ref|YP_050893.1|	1_1688	409	413	100	99	409	81.66	  692
gi|50121727|ref|YP_050894.1|	1_3415	156	152	96	97	149	40.94	  127
gi|50121728|ref|YP_050895.1|	1_3416	147	150	78	79	118	33.90	75.5
gi|50121729|ref|YP_050896.1|	1_1675	483	456	92	99	462	81.76	  711
gi|50121730|ref|YP_050897.1|	1_1527	279	269	92	96	258	74.42	  404
gi|50121731|ref|YP_050898.1|	1_1526	343	349	100	98	343	62.68	  328
gi|50121732|ref|YP_050899.1|	1_1525	329	340	99	95	325	60.00	  330
gi|50121733|ref|YP_050900.1|	1_1524	335	305	78	86	262	63.36	  337
gi|50121734|ref|YP_050901.1|	1_1517	704	704	99	99	709	61.35	  904
gi|50121736|ref|YP_050903.1|	1_1668	235	236	100	100	236	85.59	  405
gi|50121737|ref|YP_050904.1|	1_1663	150	149	99	99	148	78.38	  247
gi|50121738|ref|YP_050905.1|	1_1662	81	81	100	100	81	74.07	  124
gi|50121739|ref|YP_050906.1|	1_1661	164	160	96	99	158	94.94	  307
gi|50121740|ref|YP_050907.1|	1_1660	172	170	99	100	170	80.00	  293
gi|50121741|ref|YP_050908.1|	1_1659	329	329	100	100	329	88.15	  581
gi|50121742|ref|YP_050909.1|	1_1655	303	306	99	99	302	78.81	  439
gi|50121743|ref|YP_050910.1|	1_1654	143	143	100	100	143	66.43	  199
gi|50121744|ref|YP_050911.1|	1_1653	670	670	100	100	671	89.42	 1209
gi|50121746|ref|YP_050913.1|	1_1652	226	226	99	99	224	74.11	  344
gi|50121747|ref|YP_050914.1|	1_1651	253	260	98	95	247	59.51	  299
